,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
1503,cruise ship refused entry four countries despite coronavirus cases onboard finally allowed dock cambodia let passengers disembark,268.0,810.0,1,1,0
1504,china recorded 14800 new coronavirus infections one day rise comes tweak authorities tallying infections follow live updates,831.0,1100.0,1,0,2
1505,iowa democratic party chairman troy price resigned following last weeks caucus catastrophe,117.0,565.0,1,0,1
1506,attorney general william barr agreed appear congress next month address allegations presidents improper influence justice department,185.0,760.0,1,0,3
1507,president trumps decision pull treasury nomination former us attorney jessie liu linked oversight roger stone andrew mccabe cases,237.0,459.0,1,0,1
1508,former massachusetts gov deval patrick late entry presidential race ending campaign,205.0,483.0,1,0,2
1509,2020 chinese grand prix originally scheduled april postponed due deadly coronavirus outbreak formula one announces,135.0,348.0,1,0,0
1510,incidents white supremacist propaganda distribution doubled last year antidefamation league finds,160.0,240.0,1,0,1
1511,facebook announces removed small network fake social media accounts said run iran posting us politics,173.0,514.0,1,0,1
1512,pope francis declined approve proposals allow married priests amazon women ordained deacons,449.0,1400.0,1,1,3
1513,colorado sen michael bennet drops failing gain traction democratic race follow live updates,162.0,354.0,1,0,1
1514,andrew yang suspend presidential campaign sources say follow live updates,1300.0,2100.0,1,0,3
1515,federal reserve chairman jerome powell warns congress coronavirus could hurt global economy follow live updates,143.0,278.0,1,0,1
1516,sprint shares soar federal judge approves merger tmobile ending yearslong effort combine wireless carriers,310.0,613.0,1,0,0
1517,police arkansas say theyre investigating shooting walmart forrest city,199.0,244.0,1,0,1
1518,number us service members diagnosed traumatic brain injuries following last months iranian missile attack tops 100 official says,816.0,1100.0,0,0,2
1519,grand jury charges four members chinese military equifax hack stole information involving nearly 150 million americans,249.0,646.0,1,0,0
1520,oscars,1900.0,5800.0,1,0,2
1521,oscars,829.0,4200.0,1,0,1
1522,oscars,359.0,1500.0,1,0,0
1523,oscars,249.0,1500.0,1,0,0
1524,matthew cherry became second former athlete win academy award best animated short hair love former nfl player paid tribute late kobe bryant became first former professional athlete take home award,260.0,1600.0,1,1,0
1525,oscars,297.0,1700.0,1,0,0
1526,storm ciara causes hundreds flights across europe canceled,138.0,309.0,1,0,0
1527,british airways flight breaks record fastestever subsonic flight new york london reaching top speed 800mph,685.0,2400.0,1,0,2
1528,another nypd officer shot suspect custody less day assassination attempt two new york officers sitting van,155.0,364.0,1,0,0
1529,sen bernie sanders lead new hampshire continues hold according second release cnns new hampshire tracking poll,133.0,735.0,1,0,1
1530,ireland begins official vote count following exit poll suggested general election ended threeway dead heat,50.0,222.0,1,0,0
1531,manhunt underway thailand solider accused killing least 20 people shooting spree saturday police say,461.0,576.0,1,0,0
1532,mother six children killed saturday mississippi house fire officials say,145.0,485.0,1,0,1
1533,thai soldier killed least 10 people mass shooting police say,590.0,474.0,1,0,0
1534,deadliest day wuhan coronavirus outbreak 86 fatalities mainland china us embassy confirmed first death us citizen virus,473.0,835.0,1,0,1
1535,heres seven candidates said wrap tonights debate last one new hampshire primary,45.0,163.0,1,0,0
1536,amy klobuchar friday said trump trade deal known usmca “not perfect” defended vote pass,39.0,236.0,1,0,0
1537,pete buttigieg defended record race mayor south bend indiana admitting systemic racism penetrated every level system city immune” follow live updates,40.0,199.0,1,0,1
1538,sen elizabeth warren calls gun violence treated like public health emergency follow live updates,103.0,651.0,1,0,0
1539,pete buttigieg using military experience highlight judgment war said joe biden made “wrong” decision authorizing iraq war,49.0,258.0,1,0,1
1540,democrats presidential debate responded hillary clintons recent criticism bernie sanders follow live updates,18.0,146.0,1,0,0
1541,joe biden took issue pete buttigieg calling “politics past democratic presidential debate telling mayor “politics past… bad” follow live updates,38.0,168.0,1,0,0
1542,pete buttigieg bernie sanders sparred early democratic presidential debate best way bring people together follow live updates,30.0,140.0,1,0,0
1543,justice department told bmw ford honda volkswagen closed antitrust investigation involving car makers launched rejected trump administrations relaxed air pollution mileage regulations official said,170.0,373.0,1,0,0
1544,key impeachment witness lt col alex vindman top ukraine expert national security council pushed white house job months earlier expected lawyer says,362.0,1300.0,1,0,3
1545,credit suisse ceo tidjane thiam resigned bank struggles move last years spying scandal,72.0,158.0,1,0,0
1546,pete buttigieg holds narrow lead iowa caucuses 100 precincts reporting campaigns 1 pm et friday request recanvass,291.0,859.0,1,0,3
1547,suspect el paso walmart shooting last august indicted 90 federal charges including hate crimes,212.0,870.0,1,0,1
1548,qassim alrimi leader terror group al qaeda arabian peninsula killed airstrike white house says,1100.0,3200.0,1,0,3
1549,us customs border protection considered security agency like fbi secret service move allows agency shield information public,726.0,664.0,1,0,2
1550,kobe bryant eight victims last months crash honored february 24th staples center los angeles source says,419.0,1900.0,1,0,0
1551,update chinese doctor warned public wuhan coronavirus died illness hospital treating said statement came hours confusion state media reports,530.0,677.0,1,1,1
1552,update chinese doctor sounded alarm coronavirus critically ill hospital treating says state media earlier said died,653.0,1200.0,1,1,2
1553,head democratic national committee calls review results iowa caucuses saying enough enough,147.0,484.0,1,0,2
1554,western carolina universitys health human services building evacuated placed lockdown hazardous materials incident,215.0,321.0,1,0,0
1555,chinese doctor targeted police warning public early deadly coronavirus died illness,3300.0,5100.0,1,0,3
1556,nasty storm much eastern us causing delays worlds busiest airport expected spread snow texas new england,94.0,262.0,1,0,0
1557,death toll rises least 41 twin avalanches turkey,100.0,234.0,1,0,0
1558,3600 people currently cruise ship world dream docked hong kongs kai tak cruise terminal continue held board health officials say,268.0,569.0,1,0,1
1559,least one person dead passenger plane skidded runway broke apart landing istanbuls sabiha gokcen airport turkish officials say,274.0,374.0,1,0,0
1560,president trump acquitted articles impeachment bringing bitter historic impeachment fight close follow live updates,1100.0,1800.0,1,0,3
1561,senators acquitted president trump one article impeachment voting moves obstruction congress charge follow live updates,323.0,557.0,1,0,2
1562,senators voting whether acquit president trump two articles impeachment follow live updates,86.0,197.0,1,0,0
1563,sen mitt romney vote convict trumps impeachment trial he’s first republican support removing president office,1400.0,8200.0,1,0,3
1564,new revelations show white house decision block ukraine aid stunned us officials repeatedly questioned president trumps rationale,342.0,778.0,1,0,2
1565,airplane skids runway breaks apart landing istanbuls sabiha gokcen airport,295.0,420.0,1,0,0
1566,sen doug jones democrat alabama whos reelection says hell vote convict president trump articles impeachment,273.0,2200.0,1,0,2
1567,least 31 people many rescuers dead dozens feared trapped two avalanches turkey,273.0,526.0,1,0,0
1568,new york stock exchange owner intercontinental exchange says buying ebay despite rumors contrary,40.0,105.0,1,0,0
1569,travelers entering hong kong china quarantined 14 days rule includes hong kong mainland residents,113.0,274.0,1,1,1
1570,police china detained growing number people defying quarantine measures deliberately concealing traveled areas affected coronavirus,145.0,339.0,0,0,0
1571,michigan gov gretchen whitmer texas rep veronica escobar give democrats rebuttal president trumps state union follow live updates,67.0,308.0,1,0,2
1572,president trump awards rush limbaugh presidential medal freedom state union follow live updates,523.0,1700.0,1,0,3
1573,president gives 2020 state union congress remains bitterly divided impeachment follow live updates,53.0,175.0,1,0,2
1574,macys says close 125 stores next three years nearly fifth total locations,221.0,330.0,1,0,0
1575,gop sen susan collins says trump’s actions “improper” vote acquit impeachment trial follow live updates,293.0,502.0,1,0,3
1576,iowa democratic party plans release majority results states caucuses 5 pm et partys chairman says,152.0,318.0,1,0,2
1577,sephora opening 100 new stores north america largest singleyear expansion ever,361.0,516.0,1,0,0
1578,actress shannen doherty says stage 4 breast cancer announcing 2017 remission disease,399.0,849.0,1,0,2
1579,iowa democratic party says release results soon possible today determined certainty data collected via app sound follow live updates,107.0,284.0,1,0,2
1580,mobile app used collect report caucus results iowa last night set used nevada person familiar app tells cnn,166.0,284.0,1,0,2
1581,death rate wuhan coronavirus across mainland china stands 21 80 victims 60 75 form underlying disease according china’s national health commission,615.0,1000.0,1,1,2
1582,president trump win iowa republican caucuses cnn projects expected result shows popularity party,188.0,753.0,1,0,3
1583,rush limbaugh prominent political radio host us says diagnosed advanced stage lung cancer,580.0,1000.0,1,0,3
1584,two people dead third wounded shooting residence hall campus texas universitycommerce,1000.0,986.0,1,0,1
1585,us sues block edgewell personal care epc owns wilkinson sword schick buying startup harrys,80.0,267.0,1,0,0
1586,police evacuate number streets central london discovery unexploded world war ii bomb,448.0,1000.0,1,0,0
1587,clinical trial hiv vaccine discontinued since vaccine found prevent infections virus causes aids,143.0,279.0,1,0,0
1588,us implement new travel restrictions today effort contain coronavirus outbreak heres theyll affect,215.0,489.0,1,0,1
1589,house intelligence chairman adam schiff declines say whether house subpoena former national security adviser john bolton says truth come,277.0,1300.0,1,0,2
1590,man shot armed officers streatham south london terroristrelated incident police say,216.0,463.0,1,0,0
1591,famous groundhog punxsutawney phil doesnt see shadow predicting early spring,1200.0,3300.0,1,0,2
1592,novak djokovic wins eighth australian open title defeating dominic thiem fiveset thriller,415.0,1800.0,1,0,0
1593,two suspects wanted shooting killed one person injured seven others seattle last month arrested las vegas police say,127.0,565.0,1,0,1
1594,15yearold boy man shot killed funeral church riviera beach florida police say two people shot arrests made,228.0,452.0,1,0,1
1595,two people died saturday morning fiery crash interstate 85 suburban atlanta according police,168.0,441.0,1,0,0
1596,man boston recently returned wuhan china eighth confirmed case coronavirus us,1200.0,1700.0,1,0,2
1597,due coronavirus delta announces temporarily suspend us flights china starting feb 2 four days earlier planned,339.0,1100.0,1,0,1
1598,sofia kenin 21yearold united states clinches first grand slam title beating garbine muguruza spain australian open,310.0,2100.0,1,0,0
1599,author mary higgins clark bestselling suspense writer wrote dozens novels died publisher said 92,593.0,1200.0,1,0,1
1600,senate hold closing arguments monday final vote wednesday whether acquit president impeachment trial gop senators said,164.0,369.0,1,0,2
1601,three years referendum left country bitterly divided uk left european union,338.0,670.0,1,0,1
1602,senate votes allow witnesses impeachment trial president trump,631.0,1200.0,1,0,3
1603,usa gymnastics offers 215 million settlement survivors suffered sexual abuse hands former sports physician larry nassar,178.0,544.0,1,0,1
1604,state emergency declared australias capital city canberra bushfires spread rapidly area,294.0,551.0,1,0,0
1605,former maryland rep john delaney dropping 2020 presidential race endorse another democrat explaining decision,170.0,300.0,1,0,2
1606,schools hong kong suspended march 2 due wuhan coronavirus,460.0,779.0,1,1,1
1607,first two cases wuhan coronavirus confirmed uk,433.0,704.0,1,1,0
1608,state department elevates warning tells americans travel china coronavirus outbreak continues,184.0,373.0,1,0,0
1609,death toll wuhan coronavirus risen mainland china 213 people follow live updates,313.0,496.0,1,0,0
1610,fotis dulos man accused killing estranged wife jennifer dulos died two days apparent suicide attempt lawyer says,212.0,468.0,1,0,1
1611,italy stopping air traffic china effort halt spread coronavirus follow live updates,353.0,710.0,1,0,0
1612,number us military personnel diagnosed traumatic brain injuries following iranian strike earlier month increased 64 people sources say,394.0,501.0,1,0,1
1613,nascar driver john andretti nephew racing legend mario andretti died colon cancer 56,197.0,399.0,1,0,0
1614,leaked customs border protection memo shows border officers directed stop travelers iranian descent including american citizens despite agency denying earlier month,550.0,815.0,1,0,1
1615,e jean carroll accused president trump sexually assaulting decades ago seeking dna compare male genetic material dress says wore alleged attack,1100.0,3200.0,1,0,3
1616,prince harry lost complaint british newspaper story describing wild animals photographs posted instagram drugged tethered,68.0,212.0,1,0,0
1617,world health organization declares global health emergency cases wuhan coronavirus continue spread outside china follow live updates,1100.0,2000.0,1,0,1
1618,trump administration expected loosen restrictions use landmines weapons banned 160 countries due history killing wounding civilians,2300.0,1500.0,1,0,3
1619,japan issues arrest warrants carlos ghosn three collaborators accused helping former auto industry titan escape country,93.0,302.0,1,0,0
1620,us economy grew rate 21 final quarter 2019,77.0,221.0,1,0,0
1621,six thousand people held board cruise ship docked italy woman showed signs wuhan coronavirus,2400.0,3000.0,1,0,3
1622,russia closes fareast border china state media reports effort prevent spread coronavirus follow live updates,219.0,438.0,1,0,0
1623,german police prosecutors questioning nurse accused poisoning five premature babies morphine hospital,116.0,211.0,1,0,0
1624,philippines india confirmed first cases wuhan coronavirus,642.0,1000.0,1,1,1
1625,vanessa bryant made first public statement since death husband kobe daughter gianna offered condolences crash victims families,280.0,1800.0,1,0,0
1626,165000 infant incline sleepers recalled due suffocation risk,179.0,195.0,1,0,0
1627,1weekold baby subject amber alert three women found dead inside miami home man suspected taking baby also found dead hundreds miles away,719.0,941.0,1,0,2
1628,pentagon identifies two airmen died us military plane crash afghanistan monday,117.0,318.0,1,0,0
1629,death toll mainland china wuhan coronavirus increased 170 people authorities say,331.0,376.0,1,0,0
1630,federal appeals court rejects request reconsider last months ruling declared individual mandate affordable care act unconstitutional,74.0,174.0,1,0,0
1631,eight victims boat dock fire northeastern alabama identified jackson county coroner including mother five children,120.0,235.0,1,0,0
1632,vanessa bryant publicly acknowledges husband kobe daughter giannas deaths changing instagram profile photo,831.0,7100.0,1,0,3
1633,hundreds americans returning epicenter deadly coronavirus outbreak arrive california face uncertain period quarantine monitoring,391.0,837.0,1,0,1
1634,hall fame defensive end chris doleman dead 58,165.0,491.0,1,0,0
1635,gop rep doug collins outspoken defender president officially announces hell run senate georgia republican sen kelly loeffler,96.0,258.0,1,0,2
1636,boeing posts first annual loss 22 years 737 max crisis,168.0,434.0,1,0,1
1637,british airways says stopping service mainland china foreign office advised nonessential travel,1100.0,2400.0,1,1,2
1638,chartered flight 210 americans aboard arrived alaska refuel first us stop since leaving epicenter coronavirus outbreak china,225.0,564.0,0,0,1
1639,police officer maryland charged murder authorities say shot unarmed man seven times handcuffed inside cruiser,588.0,960.0,1,0,3
1640,department energy released 100 pages documents related former secretary rick perry ukraine,332.0,671.0,1,0,1
1641,cuban man died monday morning miami sixth person pass away since october custody immigration customs enforcement,297.0,390.0,1,0,1
1642,flight chartered state department left wuhan city epicenter coronavirus outbreak department says 240 americans could board,284.0,494.0,1,0,2
1643,fifty us military personnel diagnosed concussions traumatic brain injuries following iranian missile attack us forces iraq earlier month pentagon says,651.0,906.0,1,0,2
1644,death toll mainland china wuhan coronavirus risen 131 people authorities say,373.0,476.0,1,0,0
1645,tsunami threat alert caribbean lifted magnitude 77 earthquake struck coast jamaica felt far away miami,528.0,739.0,1,0,0
1646,tsunami threat issued caribbean islands magnitude 77 earthquake strikes jamaica,2800.0,2200.0,1,0,1
1647,trumps legal team wrapped opening statements impeachment trial follow live updates,43.0,195.0,0,0,1
1648,supreme court allows rule go effect makes difficult immigrants rely public assistance obtain legal status,200.0,563.0,1,0,1
1649,helicopter pilot crash killed kobe bryant eight others clearance fly special rules due weather conditions air traffic control audio shows follow live updates,529.0,1700.0,1,0,1
1650,us military investigating reports plane crash afghanistans ghazni province us official says details owns plane remain unclear,335.0,546.0,1,0,1
1651,fire officials say unknown number people dead others missing dock fire scottsboro alabama several dozen boats dock houseboats,170.0,316.0,1,0,0
1652,billie eilish historically big night grammy awards becoming second person win best new artist well song album record year year,761.0,4600.0,1,0,2
1653,manifest helicopter crashed showed 9 people board sheriff says kobe bryant among dead survivors,2500.0,5900.0,1,0,2
1654,kobe bryants daughter gianna 13 also killed california helicopter crash along father three people source tells cnn,3600.0,10700.0,1,0,3
1655,fifth case wuhan coronavirus confirmed us one arizona others washington state illinois two california,1700.0,2400.0,1,1,2
1656,nba legend kobe bryant one five people killed helicopter crash calabasas california sources tell cnn 41 follow live updates,5500.0,10200.0,1,0,3
1657,five people killed helicopter crash calabasas california los angeles sheriffs department says,2400.0,4600.0,1,0,3
1658,case coronavirus confirmed los angeles county health department says fourth confirmed case us,1100.0,1500.0,1,0,2
1659,head world health organization says going china assist response efforts deadly coronavirus,286.0,789.0,1,0,0
1660,least 12 people killed 230 others injured protests iraq past three days,221.0,454.0,1,0,0
1661,bernie sanders leads race democratic nomination new hampshire according new cnn poll,211.0,1100.0,1,0,2
1662,two people dead shooting bar hartsville south carolina,120.0,218.0,1,0,0
1663,half million people felt shaking 67magnitude earthquake hit eastern turkey us geological survey says usgs sees low likelihood casualties,395.0,542.0,1,0,0
1664,pentagon says 34 us service members diagnosed traumatic brain injuries iranian attack us forces iraq earlier month,721.0,1000.0,1,0,3
1665,michigan gov gretchen whitmer texas rep veronica escobar give democrats response trumps february 4 state union address,194.0,782.0,1,1,1
1666,two people died result explosion manufacturing business houston morning police say,195.0,289.0,1,0,0
1667,chicago woman 60s confirmed second identified us case wuhan coronavirus cdc says,1400.0,1200.0,1,0,1
1668,naval station great lakes illinois lockdown according post bases facebook page post indicates someone may entered gates without authorization,358.0,424.0,1,0,0
1669,mall staple papyrus filed bankruptcy close 254 stores us canada,228.0,358.0,1,0,1
1670,former nfl player antonio brown turned one day warrant issued arrest,101.0,353.0,1,0,1
1671,tyler gwozdz former contestant bachelorette died age 29 shows producers say,43.0,194.0,1,0,0
1672,us declined united kingdoms request extradite wife american diplomat accused british teens death,179.0,251.0,1,0,1
1673,death toll china wuhan coronavirus rises 25 people officials announce follow live updates,376.0,403.0,1,0,0
1674,two homemade pipe bombs found caln township pennsylvania week police say,90.0,168.0,0,0,0
1675,two surveillance warrants former trump campaign associate carter page declared invalid justice department fisa court says,129.0,305.0,1,0,2
1676,national archives installed unaltered 2017 womens march photo days removing one censored signs referencing womens anatomy president trumps name,106.0,447.0,1,0,0
1677,white house legislative director eric ueland says defense fully engaged ready go turn saturday impeachment trial follow live updates,40.0,163.0,0,0,1
1678,xerox launches hostile takeover bid hp,159.0,226.0,1,0,0
1679,fairway market new york grocery staple known gourmet food packed stores says filed bankruptcy plan sell five stores,61.0,178.0,1,0,0
1680,beijing cancels largescale chinese new year celebrations millions hit travel restrictions effort contain deadly coronavirus follow live updates,741.0,1000.0,1,0,0
1681,landmark case top court un orders myanmar prevent acts genocide countrys persecuted rohingya minority stop destroying evidence,241.0,528.0,1,0,0
1682,second city china placed lockdown due deadly coronavirus outbreak,468.0,673.0,1,0,0
1683,least one person killed several others injured shooting downtown seattle officials say police still searching gunman,484.0,649.0,1,0,1
1684,another inmate died mississippis parchman prison county coroner says latest death makes eight penitentiary year,242.0,323.0,1,0,1
1685,eli manning quarterback new york giants 16 seasons twotime super bowl winner announce retirement friday team says,261.0,1100.0,1,0,0
1686,rapper singer juice wrld died accidental oxycodone codeine overdose cook county medical examiners office says,486.0,1100.0,1,0,2
1687,four people killed small plane crashed corona municipal airport southern california officials say,85.0,148.0,1,0,0
1688,house impeachment manager jerry nadler picks adam schiff give democrats opening statement trumps impeachment trial follow live updates,72.0,295.0,1,0,1
1689,officials wuhan china shut airport trains buses subways stop coronavirus thats killed 17 people sickened 500,915.0,959.0,1,0,1
1690,opening statement senate trial house impeachment manager adam schiff reminds senators duty act impartially follow live updates,151.0,742.0,1,0,3
1691,french president emmanuel macron shouts israeli security officers altercation jerusalem,121.0,316.0,1,0,0
1692,un experts call investigation saudi crown prince implicated hack amazon ceo jeff bezos phone,160.0,421.0,1,0,0
1693,senate approves rules trump’s impeachment trial nasty marathon debate often got personal,119.0,418.0,1,1,2
1694,senate blocked 9th 10th 11th amendments impeachment trial included time allotted motions voting witnesses,248.0,615.0,1,1,2
1695,senate blocked eighth proposed amendment impeachment trial latest amendment would subpoenaed former national security adviser john bolton,253.0,579.0,1,1,2
1696,senate blocked seventh proposed amendment impeachment trial rules party line vote latest amendment rules evidence handled trial,151.0,312.0,1,0,1
1697,senate blocked sixth proposed amendment impeachment trial rules party line vote latest amendment aimed subpoena trump aides,177.0,365.0,1,0,2
1698,senate voted party lines kill senate minority leader chuck schumers fifth amendment subpoena defense department documents follow live updates,129.0,412.0,1,0,2
1699,senate voted along party lines block fourth amendment introduced democrat chuck schumer subpoena acting white house chief staff mick mulvaney fifth amendment debated,112.0,351.0,1,0,2
1700,senate voted along party lines block third amendment introduced democrat chuck schumer subpoena office management budget documents,133.0,375.0,1,0,2
1701,us military says additional service members treated injuries iranian strike iraqi base earlier month,155.0,258.0,1,0,0
1702,senate republicans vote reject two senate minority leader chuck schumers amendments would subpoena white house state department records,210.0,555.0,1,0,3
1703,months escalating protests lebanon named new prime minister cabinet,46.0,149.0,1,0,0
1704,senate majority leader mitch mcconnell hopes finish impeachment trial 10 days two sources say,97.0,206.0,1,0,1
1705,susan collins says likely support witnesses impeachment trial sides present cases,402.0,837.0,1,0,3
1706,two inmates killed mississippi state penitentiary altercation officials say bringing total number inmates died facility year seven,134.0,180.0,1,0,0
1707,airline stocks dip investors worry coronavirus outbreak china could affect global air travel,96.0,197.0,1,0,0
1708,senate minority leader chuck schumer says mcconnells rules impeachment trial adopted dark day senate,189.0,790.0,1,0,2
1709,supreme court says wont block lawsuit brought flint water crisis victims,122.0,479.0,1,0,0
1710,resolution introduced senate majority leader mitch mcconnell prescribe process fair trial lead house impeachment manager adam schiff says news conference,239.0,787.0,1,0,2
1711,supreme court signals unlikely consider fate affordable care act 2020 presidential election,99.0,330.0,1,0,0
1712,hillary clinton blasts sen bernie sanders new documentary tells hollywood reporter wont commit endorsing hes democratic 2020 nominee,408.0,837.0,1,0,3
1713,president trump attacks climate activists perennial prophets doom addressing world economic forum,377.0,569.0,1,0,3
1714,several house republicans join president trumps impeachment team following internal debate,128.0,401.0,1,0,3
1715,president trump talking french president macron agreed hold massive new tariffs french goods wine cheese handbags french official says,220.0,635.0,1,0,1
1716,proposed impeachment trial rules senate majority leader mcconnell give house impeachment managers presidents legal team 24 hours make opening arguments two days,108.0,242.0,1,0,2
1717,half americans say senate convict president trump upcoming impeachment trial remove office new cnn poll finds,950.0,4700.0,1,0,3
1718,trumps legal team submits detailed response impeachment charges calling process charade,108.0,350.0,1,0,2
1719,memphis police searching suspect fatal shooting 10yearold boy,106.0,188.0,1,0,0
1720,kansas city mayor quinton lucas gives credit bar security shooting left two dead 15 injured saying could worse,140.0,317.0,1,0,0
1721,singersongwriter david olney whose songs recorded linda ronstadt emmylou harris others died stage performing festival florida website says 71,271.0,856.0,1,0,1
1722,governor puerto rico fired emergency manager hours warehouse discovered filled supplies thought hurricane maria hit island,1900.0,4100.0,1,0,3
1723,another horse died santa anita third month,142.0,209.0,0,0,1
1724,second horse month euthanized santa anita park california nearly 40 racehorses died track since december 2018,337.0,518.0,1,0,2
1725,harry meghan longer use titles royal highness announcing would step back roles senior members royal family buckingham palace announced,1200.0,5300.0,1,0,3
1726,iran send black boxes ukrainian airliner military accidentally shot month ukraine analysis iranian media reports,185.0,595.0,1,0,0
1727,four people shot death residence grantsville utah according police,136.0,277.0,1,0,0
1728,four teachers california elementary school suing delta airlines alleging negligence school doused fuel dumped one airlines jets week attorney says,237.0,1100.0,1,0,2
1729,two actors fell bridge died working tv series sin miedo la verdad mexican network televisa announced friday,162.0,363.0,1,0,0
1730,former new york rep chris collins sentenced 26 months prison pleading guilty federal charges insider trading case,172.0,722.0,1,0,1
1731,rapper pop smoke arrested charge interstate transport stolen vehicle federal indictment alleges took 375000 rolls royce wraith across state lines,231.0,381.0,1,0,2
1732,supreme court review cases challenging obamacare requirement employerprovided health insurance plans pay contraceptives,112.0,207.0,1,1,0
1733,one person killed another seriously injured avalanche ski resort near tahoe city california officials say,103.0,157.0,1,0,0
1734,supreme court agrees hear electoral college cases concerning whether states force electors vote states popular vote winner,169.0,483.0,1,0,0
1735,cdc screen passengers arriving wuhan china symptoms mysterious new deadly virus screenings airports los angeles san francisco new yorks jfk,458.0,550.0,1,0,1
1736,lev parnas associate rudy giuliani told cnn witnessed president donald trump telling top aide us ambassador ukraine fired,282.0,770.0,1,0,2
1737,judge upheld virginia gov ralph northams decision temporarily ban firearms weapons state capitol grounds richmond ahead gun rights rally,276.0,1400.0,1,0,1
1738,libyas renegade general khalifa haftar agreed comply terms existing ceasefire agreement libya german foreign minister says,46.0,137.0,1,0,0
1739,trump administration announced updating federal guidance prayer public schools initiatives aimed protecting religious freedom,272.0,1100.0,1,0,3
1740,christopher tolkien son lord rings author jrr tolkien died 95,674.0,1600.0,1,0,0
1741,shares google parent company alphabet hit new alltime high pushing companys market value 1 trillion,159.0,421.0,1,0,0
1742,carlos beltran new york mets agree part ways baseball cheating scandal,69.0,204.0,1,0,0
1743,supreme court justice john roberts sworn senate impeachment trial follow live updates,97.0,297.0,1,0,0
1744,new orleans police department obtained arrest warrant cleveland browns star wide receiver odell beckham jr charge misdemeanor simple battery,106.0,273.0,1,0,0
1745,supermodel gigi hadid dismissed jury pool harvey weinstein trial,91.0,435.0,1,0,0
1746,intelligence officials ask congress hold public hearings years world wide threats assessment testimony agency chiefs last year prompted angry response trump,183.0,260.0,1,0,1
1747,house managers reading articles impeachment president trump senate floor follow live updates,113.0,512.0,1,0,1
1748,senate passes trumps foremost legislative priority revised trade pact mexico canada,48.0,184.0,1,0,0
1749,fbi investigators visit home business connecticut congressional candidate robert hyde caught scandal efforts remove us ambassador marie yovanovitch ukraine,470.0,1400.0,1,0,2
1750,trump administration broke law withheld us security aid ukraine last year government accountability office says,529.0,1600.0,1,0,2
1751,exclusive sen warren accused sen sanders calling liar national tv tuesdays debate heres tense moment,364.0,777.0,1,0,3
1752,house managers deliver impeachment articles senate gop senators say officially accept tomorrow follow live updates,194.0,637.0,0,0,2
1753,jeffrey epstein allegedly transported underage girls us virgin islands forced sex work 2001 2018 according lawsuit,600.0,1000.0,0,0,3
1754,trump administration abruptly canceled three classified congressional briefings tied iran crisis cases little explanation given,494.0,983.0,1,0,2
1755,federal judge maryland temporarily blocked president donald trumps executive order allows governors stop refugee resettlement states,276.0,1100.0,1,0,1
1756,house votes send impeachment articles senate,170.0,758.0,1,0,1
1757,last year earths secondhottest year record nasa says,254.0,456.0,1,0,1
1758,president trump signs initial trade deal china includes pledges beijing double purchases american farmers first year,146.0,473.0,1,0,1
1759,star wars rise skywalker becomes disneys seventh billiondollar film released 2019,154.0,648.0,1,0,0
1760,russian president vladimir putin nominates mikhail mishustin head federal tax service prime minister entire government resigned follow live updates,256.0,346.0,1,0,0
1761,house speaker pelosi announces seven house democrats including chairmen jerry nadler adam schiff prosecute case president trump senate trial,873.0,3800.0,1,0,3
1762,entire russian government resigns clearing way president vladimir putin enact reforms would weaken successor,767.0,850.0,1,0,2
1763,years list artists entering rock roll hall fame four six picks ballot first time,291.0,874.0,1,0,1
1764,first spacewalk 2020 become second mission history conducted entirely women astronauts,490.0,2000.0,1,0,1
1765,democrats defending electability saying theyll beat trump follow live debate updates,59.0,200.0,1,0,2
1766,least 60 people affected delta flight dumped jet fuel returning los angeles international airport hitting five elementary schools high school,353.0,509.0,1,0,1
1767,boston red sox manager alex cora parting ways team implicated two cheating scandals,165.0,400.0,1,0,1
1768,toyota recalling nearly 700000 toyota lexus vehicles us issues fuel pumps could lead engine failure,211.0,231.0,1,0,0
1769,text messages handwritten notes supplied indicted giuliani associate made public house democrats hand impeachment case,209.0,761.0,1,0,0
1770,dam eastern mississippi imminent danger failing officials warning residents ready leave,313.0,380.0,1,0,0
1771,senate minority leader schumer believes democrats 51 votes needed pass resolution limiting president trumps ability take military action iran,245.0,1300.0,1,0,1
1772,fire officials say least 17 children received minor injuries delta flight dumped fuel school playground near los angeles international airport,737.0,1000.0,1,0,2
1773,sen mitch mcconnell says senate impeachment trial likely begin next tuesday follow live updates,107.0,275.0,1,0,1
1774,boeing reported cancellations new business 2019 order book troubled 737 max shrank 183 jets,103.0,264.0,1,0,0
1775,speaker nancy pelosi indicates house vote wednesday resolution name impeachment managers send articles senate,157.0,651.0,1,0,1
1776,meghan duchess sussex dial royal crisis talks queen source says,167.0,744.0,1,0,2
1777,blackrock massive asset manager charge 7 trillion ditch investments considers sustainability risk including thermal coal producers,478.0,1200.0,1,0,0
1778,amazon ask federal court temporarily block microsoft working 10b cloud computing contract military court filing says amazon contended president trumps dislike ceo influenced contract going microsoft,300.0,681.0,1,0,1
1779,16monthold childs parents face charges texas allegedly left toddler unlocked running car gambled two men arrested allegedly stealing car leaving child parking lot,380.0,746.0,1,0,2
1780,houston astros fire manager gm punished cheating teams world series titlewinning season,240.0,556.0,1,0,1
