,tweets_Text,has_image,has_Link,tweets_ResponseCategory
5417,verdict reached trial noor salman widow pulse nightclub gunman,1,0,0
5418,russian hacker yevgeniy nikulin extradited us protracted diplomatic struggle czech officials say suspected stealing 117 million linkedin passwords 2012,1,0,0
5419,us service member killed attack syria us official knowledge initial reports battlefield says,1,0,0
5420,kremlin spokesman says russia choice retaliate expulsion us diplomats continues want good relations,1,0,0
5421,attorney general jeff sessions avoids appointing special counsel investigate gopdriven accusations fbi,1,0,1
5422,jeff sessions reveals utahs top federal prosecutor john huber examining cluster gopdriven accusations fbi,1,0,1
5423,russia expel us diplomats close st petersburg consulate retaliation similar us move,1,0,1
5424,judge puts temporary stop efforts stormy daniels attorney depose trump lawyer michael cohen 130000 payout,1,0,1
5425,parkland shooters brother gets probation trespassing school police say visited campus least 3 times since shooting,1,0,0
5426,leaders north south korea meet april 27 first time since 2007 two countries announced highlevel talks,0,0,0
5427,north south korean officials meeting thursday demilitarized zone two countries discuss timing landmark summit two countries leaders,0,0,0
5428,nobel peace prize winner malala yousafzai back pakistan first time since shot taliban militant 2012,1,0,1
5429,unexplained infant deaths may result gene mutation impairs breathing young children new study says,1,0,0
5430,uk detectives say believe former russian double agent sergei skripal daughter first encountered nerve agent home,1,0,0
5431,trumps lawyer last year floated idea presidential pardons exadviser michael flynn excampaign chair paul manafort ny times reports,1,0,1
5432,lawsuit accusing president trump taking illegal gifts foreign governments familys business go forward judge says,1,0,1
5433,israeli prime minister benjamin netanyahu hospitalized high fever cough office says,1,0,2
5434,california attorney general probe stephon clarks death sacramento police chief says citing high emotion around shooting,1,0,1
5435,exclusive facebook sources say mark zuckerberg decided testify congress wake data privacy scandal,1,0,1
5436,charges filed two officers alton sterlings death fatal shooting baton rouge sparked protests across us,1,0,2
5437,17yearold shot two fellow students maryland high school last week died selfinflicted gunshot wound police say,1,0,1
5438,fire tore shopping center killing least 64 people including many children caused criminal negligence carelessness russian president putin says,1,1,1
5439,strong possibility north korean leader kim jong un beijing official deep knowledge north korea told cnn,0,0,1
5440,obama administration could thwarted russian troll groups attempts meddle 2016 us presidential election former obama official says,1,0,1
5441,jared kushner’s meetings investigation potential conflicts letter office government ethics states,0,0,1
5442,cambridge analytica sent nonus citizens work american campaigns 2014 midterm election cycle former employee says,1,0,0
5443,multiple suspicious packages sent military facilities washington dc area law enforcement official says,1,0,0
5444,prices 20 commonly prescribed brandname drugs seniors risen nearly 10 times annual rate inflation past five years congressional report says,1,0,1
5445,president trumps approval rose 42 new cnn poll highest number 11 months,1,0,2
5446,russia plans counter expulsions diplomats us countries putin spokesperson says follow live updates,1,0,1
5447,least 64 people dead huge blaze broke russian shopping mall officials say fire exits blocked alarm system turned,1,0,1
5448,trump expels dozens russian diplomats response nerve agent attack former spy living uk,1,0,2
5449,russian president vladimir putin visit china later year first meetings senior chinese officials since elected fourth term,1,1,1
5450,least 48 people dead dozens missing fire shopping center siberian city kemerovo sunday spokesman firefighting agency told russian state media,1,1,0
5451,saudi arabias air force intercepted seven missiles fired yemen sunday according official countrys ministry information,1,1,1
5452,saudi arabias air force intercepted missile riyadh sunday according official countrys ministry information officials didnt say behind attack,1,1,0
5453,days indicating hed interested working trump exfox news host eric bolling says talking white house job,1,0,1
5454,least 37 people killed fire shopping center siberian city kemerovo spokesman firefighting agency told russian state media,1,0,0
5455,mark warner top democrat senate intelligence committee says mark zuckerberg needs testify facebooks data scandal,1,0,2
5456,day studentled protests around world pope francis used palm sunday address encourage young people continue speaking,0,0,2
5457,skiers snowboarders sochi russia met orangetinted snow massive sandstorm northern africa blew greece russia,0,0,1
5458,us army veteran deported mexico ice says authorities earlier denied citizenship felony drug conviction,0,0,2
5459,veteran washington attorney joseph digenova joining trumps legal team regarding mueller probe,1,0,2
5460,days indicating hed interested working trump exfox news host eric bolling says talking white house job,0,0,1
5461,least 37 people killed fire shopping center siberian city kemerovo spokesman firefighting agency told russian state media,0,0,0
5462,mark warner top democrat senate intelligence committee says mark zuckerberg needs testify facebooks data scandal,0,0,2
5463,day studentled protests around world pope francis used palm sunday address encourage young people continue speaking,1,0,2
5464,skiers snowboarders sochi russia met orangetinted snow massive sandstorm northern africa blew greece russia,1,0,1
5465,us army veteran deported mexico ice says authorities earlier denied citizenship felony drug conviction,1,0,2
5466,veteran washington attorney joseph digenova joining trumps legal team regarding mueller probe,1,0,2
5467,former gop sen rick santorum suggests students protesting gun control would better served taking cpr classes,1,0,2
5468,cnnsotu,1,1,2
5469,cnnsotu,0,0,1
5470,cnnsotu,0,0,0
5471,cnnsotu,1,1,2
5472,cnnsotu,1,1,1
5473,cnnsotu,1,1,1
5474,catalonias exleader carles puigdemont detained germany crossing border denmark lawyer says,1,0,0
5475,gop rep ryan costello drop reelection bid pennsylvanias 6th congressional district retire end term source said,1,0,1
5476,march lives isnt happening united states,1,0,1
5477,students leading marches around country demanding stricter gun laws honoring 17 people killed parkland high school shooting watch live facebook,1,0,2
5478,french police officer asked gunman let take place hostage supermarket attack died,1,0,2
5479,north korea accepts south korea’s proposal hold highlevel talks march 29 seouls unification ministry says,1,0,0
5480,nfl star michael bennett indicted houston charge injury elderly connection incident occurred spectator 2017 super bowl authorities said,1,0,1
5481,tennessee man wrongfully imprisoned 31 years initially given 75 start awarded 1 million state,1,0,2
5482,iowa family vacationing tulum mexico found dead inside condominium police say,1,1,1
5483,president trump says hes signed spending bill unhappy much warns congress never sign another bill like,1,0,2
5484,trump sign legislation keep government open earlier veto threat sources say hell speak white house soon follow live,1,0,1
5485,16yearold girl wounded armed student maryland school earlier week died taken life support,1,0,2
5486,gunman hostage standoff french supermarket dead police stormed scene reports say least two others died attack,1,0,0
5487,least one person killed hostage situation supermarket trebes france local media reports say,1,0,0
5488,police southern french town trèbes responding security situation interior ministry says,1,0,0
5489,senate early friday passed 13 trillion spending bill keep government funded end september,1,0,1
5490,karen mcdougal said disgusted trump comments surfaced 2016 campaign grabbing womens genitals telling cnn man knew,1,0,2
5491,karen mcdougal says 10month sexual relationship trump president saying together many dozens times,1,0,2
5492,china plans slap tariffs 3 billion worth us products ranging pork steel pipes trump announced trade sanctions,1,0,1
5493,karen mcdougal apologizes first lady melania trump alleged affair donald trump interview cnn,1,0,2
5494,trump offered former playboy model karen mcdougal money sex tells anderson cooper,1,0,2
5495,former playboy model karen mcdougal talks anderson cooper alleged affair donald trump exclusive interview watch cnn,1,0,2
5496,president trumps national security adviser hr mcmaster resigning hell replaced former un ambassador john bolton,0,0,2
5497,john dowd lead attorney president trumps personal legal team handling russia investigation resigned,1,0,2
5498,house republicans narrowly pass procedural step take massive 2232page spending bill,1,0,0
5499,widespread travel disruptions france air traffic controllers train conductors teachers strike planned labor overhauls,1,0,0
5500,hundreds rebel fighters families start leaving syrias besieged eastern ghouta deal assad regime russias support,1,0,0
5501,facebook ceo mark zuckerberg says happy testify congress right thing,1,0,2
5502,facebook ceo mark zuckerberg says sure someones trying use facebook meddle us midterm elections going new tactics need make sure observe get front,1,0,1
5503,president trumps national security adviser hr mcmaster resigning hell replaced former un ambassador john bolton,1,0,2
5504,john dowd lead attorney president trumps personal legal team handling russia investigation resigned,0,0,2
5505,house republicans narrowly pass procedural step take massive 2232page spending bill,0,0,0
5506,widespread travel disruptions france air traffic controllers train conductors teachers strike planned labor overhauls,0,0,0
5507,hundreds rebel fighters families start leaving syrias besieged eastern ghouta deal assad regime russias support,1,0,0
5508,facebook ceo mark zuckerberg says happy testify congress right thing,1,0,2
5509,facebook ceo mark zuckerberg says sure someones trying use facebook meddle us midterm elections going new tactics need make sure observe get front,0,0,1
5510,whats clear 2016 top number issues whether russian interference fake news says facebook ceo mark zuckerberg,1,0,2
5511,basic responsibility protect peoples data cant dont deserve opportunity serve people says facebook ceo mark zuckerberg,1,0,1
5512,mark zuckerberg leaving door open testifying congress wake data debacle upended facebook week,1,0,0
5514,congress unveiled bipartisan 13 trillion spending package would keep government funded end september,1,0,0
5515,republican rick saccone conceded close special election pennsylvanias 18th congressional district,1,0,0
5516,austin bomber recorded 25minute confession found cell phone police say,1,0,1
5517,facebook ceo mark zuckerberg vows protect data breach trust social network users faces questions cnn 9 pm et,1,0,1
5518,special counsel robert mueller’s team four main topics wants ask trump including firing james comey michael flynn,0,0,1
5519,fbi atf found homemade explosives house austin bomber lived official says,0,0,0
5520,infectious disease specialist dr robert redfield selected next cdc director department health human services says,0,0,0
5521,facebook founder mark zuckerberg finally addresses user data scandal post face questions exclusive tv interview laurie segall cnn 9 pm et,0,0,1
5522,federal reserve raises benchmark rate quarterpercentage point first major decision new chair jerome powell,0,0,0
5523,planes inbound washington dc donuts air wait conditions clear land follow live updates,0,0,1
5524,surveillance photos show suspected austin bomber mark anthony conditt leaving packages fedex store sunday follow live updates,0,0,1
5525,opposition lawmakers set tear gas canisters inside kosovan parliament attempt derail border agreement montenegro,0,0,0
5526,1000 flights new york city canceled fourth noreaster three weeks hits region follow live updates,0,0,0
5527,austin bombings suspect identified mark anthony conditt source says agents hit local stores combed receipts catch,0,0,1
5528,president chief staff furious someone leaked warning congratulate putin victory hours trump,0,0,2
5529,suspected suicide bomber killed 26 people kabul latest string attacks rock afghan capital since start year,1,1,0
5530,planes inbound washington dc donuts air wait conditions clear land follow live updates,1,0,1
5531,surveillance photos show suspected austin bomber mark anthony conditt leaving packages fedex store sunday follow live updates,1,0,1
5532,opposition lawmakers set tear gas canisters inside kosovan parliament attempt derail border agreement montenegro,1,0,0
5533,1000 flights new york city canceled fourth noreaster three weeks hits region follow live updates,1,0,0
5534,austin bombings suspect identified mark anthony conditt source says agents hit local stores combed receipts catch,1,0,1
5535,president chief staff furious someone leaked warning congratulate putin victory hours trump,1,0,2
5536,suspected suicide bomber killed 26 people kabul latest string attacks rock afghan capital since start year,1,1,0
5537,suspect wave bombing attacks austin killed inside car explosive device early wednesday authorities closed police say,1,1,1
5538,suspect austin explosions died multiple cnn affiliates austin report citing law enforcement sources,1,1,0
5539,group schoolgirls kidnapped last month nigeria terror group boko haram released returned hometown dapchi nigerian presidential aide garba shehu tells cnn,1,1,0
5540,police shut parts highway north austin officerinvolved shooting unclear whether related explosions investigation,1,1,0
5541,south korean president moon jaein teased possibility threeway meeting us north korea south korea series upcoming summits successful,1,1,1
5542,billionaire jb pritzker win democratic nomination illinois governor cnn projects,1,0,1
5543,explayboy model claims ninemonth affair president trump sues publisher let story told nyt reports,1,0,2
5544,police chief confident package exploded fedex facility schertz texas targeting anyone area destination released,1,0,0
5545,armed student dead injuring two others one critically maryland high school,1,0,2
5546,police investigating reports suspicious package austin texas fedex location follow live updates,1,0,0
5547,shooting reported high school st marys county maryland school says incident contained,1,0,2
5548,explosion overnight fedex facility texas may linked four recent blasts austin fbi says,1,0,1
5549,correction story updated clarify sudan northern white rhino,0,0,1
5550,worlds last male white rhino died leaving two females left save species extinction,0,0,2
5551,delayed ussouth korea military drills start april 1 president trump prepares summit north korean leader kim jong un,0,0,0
5552,load gold worth 54 million went missing civil war may break case,1,1,0
5553,national transportation safety board wants federal aviation administration ban commercial flights use harness systems dont allow easy release emergencies,0,0,0
5554,last day winter 20 million people path severe storms southeast new england midatlantic preparing another noreaster,1,1,0
5555,mississippi passes law banning women getting abortions 15 weeks earliest abortion ban us,1,0,2
5556,turpin siblings allegedly tortured years parents hospitals still regularly touch source says,0,0,0
5557,democratic rep tom suozzi facing criticism comments made last week interpreted suggestion violence president trump,0,0,2
5558,supreme court denies request pennsylvania republicans block new congressional maps could tilt races toward democrats,0,0,0
5559,actress activist cynthia nixon best known sex city announces running governor new york democrat,1,0,2
5560,new weather models show looming noreaster tracking closer coast bringing higher likelihood snow big east coast cities areas could see snow early monday night,0,0,0
5561,authorities working belief latest explosion austin texas connected previous three police chief says,1,1,1
5562,two men transported hospital serious nonlife threatening injuries explosion austin texas authorities say,1,1,1
5563,fourth winter storm three weeks expected hit new england midatlantic week,1,0,1
5564,officials austin texas increased reward information series package bombs killed two people hurt two others,1,0,0
5565,cirque du soleil performer died saturday night fell performance tampa florida first cirque performer die show since 2013,0,0,1
5566,breaking news vladimir putin rule russia another 6 years exit polls show muted election campaign meaningful opposition,1,1,2
5567,trump attacks special counsel robert muellers team twitter day personal lawyer called end russia probe,1,0,2
5568,cnnsotu,1,1,2
5569,presidents plan battle opioids expected monday likely include stiffer penalties drug traffickers including possibility death penalty,1,0,2
5570,cnnsotu,0,0,0
5571,cnnsotu,0,0,2
5572,cnnsotu,1,1,1
5573,cnnsotu,1,1,1
5574,sweden helping negotiate release three us citizens held captive north korea sources tell cnn,1,0,0
5575,nearly two weeks 16yearold pennsylvania girl vanished 45yearold man pair found saturday mexico man arrested authorities say,1,0,1
5576,black man beaten protest last year charlottesville virginia acquitted charges assaulted white protester,1,0,1
5577,police miami released names four people died week pedestrian bridge collapsed,1,0,0
5578,fired fbi deputy director andrew mccabes memos interactions trump hands special counsel robert mueller,1,0,2
5579,like fired fbi director james comey fired fbi deputy director andrew mccabe wrote memos documenting conversations trump source says,1,0,2
5580,trumps attorney john dowd says pray deputy ag rosenstein decides end special counsel robert muellers probe russian election meddling,1,0,2
5581,three bodies removed today site florida bridge collapsed thursday police say,1,0,0
5582,one tweet president cleared field vulnerable nevada sen dean heller showing trumps powerful player gop politics,1,0,2
5583,russia expels 23 british diplomats response uks expulsion russian envoys fallout nerve agent attack british soil escalates,1,0,1
5584,virginia loses ncaa basketball tournament university maryland baltimore county first time 1 seed lost 16 seed,1,0,1
5585,attorney general jeff sessions fired former fbi deputy director andrew mccabe less two days shy mccabes retirement,1,0,2
5586,lead engineer worked florida bridge collapsed left voicemail dot tuesday warning cracking along bridge span,1,0,1
5587,united airlines flight diverted ohio airline realized pet loaded onto flight error,1,0,2
5588,though hiv rates across us stable least two spots beaver county pennsylvania milwaukee show unusual increases,1,0,1
5589,4 men indicted connection alleged hazing death louisiana state university student october,1,0,1
5590,faa orders doorsoff aircraft flights unless passenger restraints quickly released wake deadly nyc helicopter crash,0,0,0
5591,uks top diplomat boris johnson says overwhelmingly likely russias putin personally ordered nerve agent attack former spy,1,0,1
5592,seven us service members board killed helicopter crash western iraq us military official says,1,0,0
5593,least six people dead bridge collapse near florida international university police say rescue mission recovery operation,1,0,0
5594,president trump ready replace national security adviser hr mcmaster sources say,1,0,2
5595,least four people died pedestrian bridge collapse near university miami fire chief says,1,0,0
5596,north korean nuclear reactor showing signs new activity satellite imagery suggests,1,0,1
5597,47 individuals become ill salmonella linked products containing plantbased dietary supplement kratom cdc says,1,0,0
5598,us military helicopter crashed western iraq near border syria us defense officials say,1,0,0
5599,southeastern grocers company owns winndixie says plans file bankruptcy close 94 stores,1,0,1
5600,one person died six transported hospital pedestrian bridge collapsed miami miamidades mayor says,1,0,1
5601,slovakias prime minister resigned weeks public protests killing investigative journalist,1,0,0
5602,pedestrian bridge collapsed florida international university trapping cars underneath police report several fatalities,1,0,1
5603,mueller subpoenas trump organization documents russia probe ny times reports first reported demand trump business records,1,0,2
5604,senators filed welfare furry friends wooff act death french bulldog united airline overhead compartment,1,0,2
5605,trump says certainly looks like russia behind poisoning former russia spy britain,1,0,2
5606,sessions weighing firing exfbi deputy head andrew mccabe days retires source says could strip 22year veterans pension,1,0,2
5607,president trump picks conservative tv personality larry kudlow next top economic adviser source says,1,0,2
5608,absentee ballots counted democrat conor lamb leads pennsylvania special house election 627 votes follow live updates,1,0,2
5609,follow live students central time zone join protests sparked florida massacre meanwhile nra tweets message gun owners rights,1,0,1
5610,student protests stricter gun laws set 10 every time zone one month parkland school shooting follow live updates,1,0,1
5611,uk prime minister says 23 russian diplomats longer welcome exspys poisoning calling single biggest expulsion kind decades,1,0,1
5612,angela merkel reelected historic fourth term chancellor germany close vote parliament ends almost six months political turmoil,1,0,1
5613,stephen hawking scientist overcame debilitating disease publish books mysteries universe dies 76,1,0,2
5614,investigators believe person behind three package bombs delivered homes austin texas law enforcement source says,1,0,0
5615,prosecutors say seek put 19yearold nikolas cruz death carrying florida school shooting left 17 dead,1,0,2
5616,watch live outgoing secretary state rex tillerson delivers statement hours firing president trump,1,0,0
5617,rapper craig mack whose hit song flava ya ear first single released sean combs bad boy label dead 46,1,0,1
5618,1400 flights canceled tuesday mostly boston third noreaster less two weeks moved new england,1,0,0
5619,bomb cyclones major winter storms two four times likely arctic abnormally warm study finds,1,0,0
5620,dozens civilians evacuated besieged syrian region eastern ghouta rebels vowed continue fighting,1,0,0
5621,rex tillerson spoken president trump unaware reason fired state department official says,1,0,2
5622,presidents longtime personal aide john mcentee pushed issues security clearance sources say,1,0,1
5623,secretary state rex tillerson asked step aside president trump says cia director mike pompeo replace,1,0,2
5624,extrump adviser roger stone spoken candidly associates 2016 contacts wikileaks founder julian assange washington post reports,1,0,0
5625,white house blocks singaporebased broadcoms 117 billion bid us computer chip maker qualcomm due national security concerns,1,0,1
5626,clarification police said believe three explosions connected one another festival,0,0,0
5627,thousands people attend sxsw festival austin texas police warn residents three package blasts may connected,0,0,0
5628,austin texas police investigating reported explosion pair package explosions city killed two people past 10 days,1,0,0
5629,british prime minister theresa may says russia highly likely responsible attempted murder exrussian spy daughter uk,1,0,1
5630,porn star stormy daniels offers return 130000 payment presidents personal lawyer dissolve hush agreement alleged trump affair,1,0,2
5631,iconic french fashion designer hubert de givenchy famous styling audrey hepburns little black dress died age 91,1,0,0
5632,update toll rises least 49 people killed kathmandu nepal plane crash police say 22 survivors hospitalized,1,0,0
5633,pilot nyc helicopter crash killed five people says passengers bag may inadvertently hit emergency fuel shutoff button official says,1,0,1
5634,least 39 people die plane crashes catches fire kathmandu nepal runway flew wrong direction official says,1,0,0
5635,nine people killed forest fire southern india becoming trapped hiking police say,0,0,0
5636,plane crashed runway landing tribhuvan airport kathmandu nepal police say,1,1,0
5637,exclusive doctors got money opioid makers likely prescribe large amounts opioids crisis ravaged us,1,0,2
5638,storm forecast threaten northeast monday night tuesday third significant winter storm past 10 days,1,0,0
5639,us defense secretary james mattis warns syria using chemical weapons implying would prompt military consequences,1,0,1
5640,team make march madness,1,0,0
5641,uk officials urge customers restaurant pub wash clothes finding traces nerve agent used exspy,1,0,0
5642,sen elizabeth warren “i running president 2020”,1,1,2
5643,cnnsotu,0,0,2
5644,cnnsotu,0,0,0
5645,chinas largely ceremonial parliament endorses constitutional amendment paving way president xi jinping stay power indefinitely,1,0,1
5646,black panther cross 1 billion mark global box office disney says,1,0,2
5647,man barricaded apartment pomona california fatally shooting officer wounding second one officials say,0,0,1
5648,secretary state rex tillerson feeling better falling ill kenya canceling saturday events official says,1,0,1
5649,three women gunman found dead hostage standoff veterans home yountville california law enforcement official says,1,0,1
5650,nra suing florida block new gun law prohibits sale firearms anyone age 21,1,0,2
5651,trump lawyer michael cohen says used home equity line 130000 paid stormy daniels regularly used business email personal matters,1,0,2
5652,stormy daniels attorney confirms michael cohen used trump organization email negotiating details 130000 payment,1,0,2
5653,gunfire reported veterans home san francisco bay area california department veterans affairs says,0,0,0
5654,florida governor signs bill tightens gun control also allows teachers armed,1,0,1
5655,martin shkreli gained notoriety inflating price lifesaving drug sentenced seven years prison defrauding investors,1,0,2
5656,kentucky man attacked sen rand paul landscaping dispute pleads guilty assaulting member congress,1,0,0
5657,number new flu infections continues decline cdc warns flu season yet,1,0,0
5658,extrump campaign aide sam nunberg arrives testify grand jury mueller investigation earlier week said hed defy subpoena,1,0,1
5659,uk deployed 180 troops city salisbury help investigate nerve agent attack former russian double agent,1,0,0
5660,president trump agrees meet north korean leader kim jong un may south korean official says,1,0,2
5661,north korean leader kim jong un invited president trump meet offered suspend nuclear missile testing us official says,1,0,2
5662,extrump campaign chair paul manafort pleads guilty charges bank fraud tax crimes trial set july 10,1,0,0
5663,nerve gas attack former russian spy daughter caused total 21 people receive form medical attention uk police say,1,0,0
5664,900000 people without power northeast recovers second major noreaster week,1,0,0
5665,nigerian army vows recapture boko haram commander taunts military new video shuibu moni freed 2017 deal 82 kidnapped girls,1,0,0
5666,uk deployed 180 troops city salisbury help investigate nerve agent attack former russian double agent,1,0,0
5667,president trump agrees meet north korean leader kim jong un may south korean official says,1,0,2
5668,north korean leader kim jong un invited president trump meet offered suspend nuclear missile testing us official says,1,0,2
5669,extrump campaign chair paul manafort pleads guilty charges bank fraud tax crimes trial set july 10,1,0,0
5670,nerve gas attack former russian spy daughter caused total 21 people receive form medical attention uk police say,1,0,0
5671,900000 people without power northeast recovers second major noreaster week,1,0,0
5672,nigerian army vows recapture boko haram commander taunts military new video shuibu moni freed 2017 deal 82 kidnapped girls,1,0,0
5673,florida legislature passes school safety bill containing several gun control measures bill goes governors desk,1,0,1
5674,two students shot high school birmingham alabama school district says,1,0,2
5675,3000 flights canceled 9000 delayed due storm hitting northeast,1,0,0
5676,knife attacker injured three people near subway station vienna austrian media reports,1,0,1
5677,parkland school shooter nikolas cruz indicted 34 counts premeditated attempted murder,1,0,1
5678,pennsylvanias national guard activated response todays noreaster follow live updates ask cnn meteorologist questions,1,0,0
5679,nerve agent believed used attempt kill former russian spy sergei skripal daughter uk police say,1,0,0
5680,20yearold oregon man sues dicks sporting goods age discrimination companys new age limit prevents buying rifle,1,0,2
5681,much 2 feet snow possible areas west interstate 95 noreaster bears people philadelphia boston follow live updates,1,0,0
5682,stocks set fall sharply sudden exit trumps top economic adviser gary cohn stirs fears follow sweeping tariffs,1,0,1
5683,police officer killed two others injured shooting residence missouri authorities say,1,1,0
5684,justice department suing california sanctuary city policies aimed protecting undocumented immigrants,1,0,1
5685,porn star stormy daniels suing president trump claiming never signed hush agreement alleged affair two,0,0,2
5686,middle east specialist attended secret meetings uae trump associates transition cooperating robert mueller,0,0,1
5687,gary cohn trumps top economic adviser resigning disagreement presidents tariff proposal,0,0,2
5688,least 78 people died nigeria hundreds infected outbreak lassa fever says nigeria centre disease control,1,0,0
5689,emergency room visits due suspected opioid overdoses rose 30 july 2016 september 2017 cdc says,1,0,0
5690,nashville mayor resigns pleading guilty theft charges recently admitted extramarital affair former police bodyguard,1,0,1
5691,west virginia lawmakers say theyve reached deal give teachers 5 pay raise attempt end 9day strike,1,0,0
5692,1000 children killed injured syria 2018 far according unicef,1,0,1
5693,middle east specialist attended secret meetings uae trump associates transition cooperating robert mueller,0,0,1
5694,gary cohn trumps top economic adviser resigning disagreement presidents tariff proposal,0,0,2
5695,least 78 people died nigeria hundreds infected outbreak lassa fever says nigeria centre disease control,1,0,0
5696,emergency room visits due suspected opioid overdoses rose 30 july 2016 september 2017 cdc says,1,0,0
5697,nashville mayor resigns pleading guilty theft charges recently admitted extramarital affair former police bodyguard,1,0,1
5698,west virginia lawmakers say theyve reached deal give teachers 5 pay raise attempt end 9day strike,1,0,0
5699,1000 children killed injured syria 2018 far according unicef,1,0,1
5700,uk police identify woman hospitalized former russian double agent exposed unknown substance agents daughter,1,0,0
5701,north korea tells south korea plans freeze nuclear missile tests ahead april summit south korea official says,0,0,1
5702,north south korea hold first summit decade south korean envoy says meeting kim jong un,0,0,1
5703,child marriages declining largest drop south asia according unicef,0,0,0
5704,legendary musician yoyo played private performance seven adult turpin children california hospital,0,0,1
5705,florida middle school teacher secretly run white supremacist podcast calls satire exaggeration,0,0,2
5706,capitol police arrest 87 protesters demonstrating support expiring daca immigration program monday officials say,1,0,1
5707,extrump campaign aide sam nunberg calls roger stone mentor says thinks investigators want impugn stone im cooperating arrest,1,0,2
5708,gop sen thad cochran 10th longestserving senator ever chair powerful appropriations committee retire april 1 due health,0,0,0
5709,im going defiant cnn interview extrump campaign aide says wont comply russia investigation subpoena,1,0,2
5710,syria regime strips desperately needed medical supplies 46truck aid convoy eastern ghouta un spokesperson says,1,0,0
5711,trump dangles possibility lifting divisive new steel aluminum tariffs nafta agreement mexico canada renegotiated,1,0,1
5712,north korean leader kim jong un meeting highranking south korean officials pyongyang south korean government tells cnn,1,1,0
5713,highranking south korean delegation headed north korea monday members raise possibility talks pyongyang washington,1,1,0
5714,oscars,1,0,2
5715,oscars,1,0,0
5716,oscars,1,0,0
5717,oscars,1,0,0
5718,daniela vega star oscarwinning film fantastic woman makes oscar history becoming first openly transgender person present ceremony,1,0,1
5719,oscars,0,0,1
5720,allison janney wins best actress supporting role “i tonya”,1,0,0
5721,oscars,1,0,0
5722,oscars,1,0,0
5723,oscars,1,0,0
5724,pointed monologue,1,0,1
5725,us embassy turkey told americans closed security threat advised keep low profile,1,0,0
5726,italys top soccer league postpones games mourn loss fiorentina captain davide astori whose team says died sudden illness 31,1,0,1
5727,cnnsotu,0,0,2
5728,ohio gov john kasich says way president trump imposed new steel aluminum tariffs “doesn’t make much sense”,0,0,1
5729,cnnsotu,1,1,1
5730,cnnsotu,0,0,1
5731,cnnsotu,0,0,1
5732,cnnsotu,1,1,0
5733,cnnsotu,1,1,1
5734,sir roger bannister first person run mile four minutes dies 88,1,0,1
5735,south korea sending highlevel delegation pyongyang talks establishing conditions usnorth korean dialogue denuclearization korean peninsula,1,0,0
5736,members germanys social democratic party voted renew coalition chancellor angela merkels christian democrats ending months political deadlock,1,0,0
5737,david ogden stiers played maj charles emerson winchester iii tv series mash died saturday 75 talent agency said,1,0,1
5738,president trump praises chinese leader xi jinpings power grab “he’s president life able think it’s great maybe we’ll give shot day”,1,0,2
5739,man shot today front white house dead secret service says,1,0,2
5740,bomb cyclone hit northeast killing 5 leaving million customers without power plan prolonged outage official warned,1,0,1
5741,james eric davis jr suspect shooting deaths parents residence hall central michigan university arrested campus officials said,1,0,1
5742,deadly winter storm hitting northeast left least 700000 customers without electricity,0,0,0
5743,scientists say theyve discovered megacolony 15 million penguins antarctica one largest colonies world,1,0,2
5744,massachusetts state trooper subject investigation accused making racist obscene comments policethemed website,1,0,1
5745,gold medalwinning gymnast aly raisman sues usa gymnastics us olympic committee others disgraced former doctor abused gymnasts,1,0,1
5746,state department says us embassy havana cuba continue staffed minimum level due concerns health attacks staff,1,0,0
5747,evacuation orders lifted 20000 people santa barbara county california storm passes minimal impact officials say,1,0,0
5748,nine weeks year already 12 us school shootings,1,0,2
5749,noreaster hammering east coast officially morphed bomb cyclone continues strengthen follow live updates,1,0,0
5750,police say two people students killed apparent domestic dispute central michigan university suspect still large,1,0,1
5751,powerful winter storm hitting northeast officials boston warn life death situation along coast follow live updates,1,0,0
5752,police investigating reports shots fired central michigan university dorm school says students told suspect still large,1,0,1
5753,uk deploys army help hundreds stranded drivers beast east combines storm emma bring additional snow ice,1,0,0
5754,fresh heavy snow brings chaos parts europe hundreds flights affected weather warnings issued across continent,1,0,0
5755,bean licensed sell firearms flagship store says wont sell guns people 21 wake parkland florida shooting,1,0,2
5756,armed attack underway burkina fasos capital ouagadougou police french ambassador west african nation said,1,0,0
5757,chattanooga school bus driver found guilty deaths 6 students ages 610 bus driving flipped crashed tree,1,0,0
5758,russian president vladimir putin blaming extremist forces failure daily fivehour humanitarian pause hed ordered syrian rebelheld enclave eastern ghouta earlier week,0,0,0
5759,west virginia public schools remain closed thursday day teachers return work turning weeklong strike pay benefits,1,1,1
5760,walmart says raising age restriction purchasing firearms ammunition 21,1,0,2
5761,white house communications director hope hicks resigning shes one president trumps longestserving closest aides,1,0,2
5762,georgia high school teacher custody suspicion firing gun classroom hed locked alone police said,1,0,2
5763,cnn poll finds 83 americans favor continuing daca program trumps approval rating handling immigration stands 36,1,0,2
5764,former trump campaign chair paul manafort pleads guilty new charges trial date set september 17,1,0,1
5765,dicks sporting goods stops selling assaultstyle weapons like one used florida raises age gun sales,1,0,2
5766,nigerian government released names 110 missing girls young 11 years old seen since raid school dapchi last week,0,0,1
5767,special counsel robert muellers team asking witnesses donald trumps business activities russia prior 2016 campaign considered run president sources say,1,0,2
5768,five colombian soldiers killed 10 others wounded explosion army says,0,0,0
5769,west virginias teacher strike ends states governor announces 5 raise,1,0,1
5770,papa johns announces ending sponsorship nfl,1,0,2
